[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-blog-header.php(13): require_once('C:\\xampp\\htdocs...')
#8 C:\xampp\htdocs\meet_demo\index.php(17): require('C:\\xampp\\htdocs...')
#9 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:19:14 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:19:14 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:19:21 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin-ajax.php(22): require_once('C:\\xampp\\htdocs...')
#8 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:19:24 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin-ajax.php(22): require_once('C:\\xampp\\htdocs...')
#8 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:19:27 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-blog-header.php(13): require_once('C:\\xampp\\htdocs...')
#8 C:\xampp\htdocs\meet_demo\index.php(17): require('C:\\xampp\\htdocs...')
#9 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:19:27 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:19:27 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:19:30 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-blog-header.php(13): require_once('C:\\xampp\\htdocs...')
#8 C:\xampp\htdocs\meet_demo\index.php(17): require('C:\\xampp\\htdocs...')
#9 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:19:30 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:19:30 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:30:59 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin.php(34): require_once('C:\\xampp\\htdocs...')
#8 C:\xampp\htdocs\meet_demo\wp-admin\plugins.php(10): require_once('C:\\xampp\\htdocs...')
#9 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[05-May-2022 12:30:59 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:30:59 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[05-May-2022 12:31:15 UTC] PHP Fatal error:  Cannot redeclare WC() (previously declared in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\woocommerce.php:47) in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce_old\woocommerce.php on line 46
[05-May-2022 12:31:17 UTC] PHP Fatal error:  Cannot redeclare WC() (previously declared in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\woocommerce.php:47) in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce_old\woocommerce.php on line 46
[05-May-2022 12:31:17 UTC] PHP Fatal error:  Cannot redeclare WC() (previously declared in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\woocommerce.php:47) in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce_old\woocommerce.php on line 46
[06-May-2022 05:29:37 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin-ajax.php(22): require_once('C:\\xampp\\htdocs...')
#8 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[06-May-2022 05:30:05 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:30:05 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:30:10 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:30:22 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:31:19 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:31:38 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[06-May-2022 05:57:27 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin-ajax.php(22): require_once('C:\\xampp\\htdocs...')
#8 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[06-May-2022 06:08:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\wcv-functions.php on line 150
[06-May-2022 06:08:59 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\wcv-functions.php on line 150
[06-May-2022 06:13:32 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:32 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:32 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:32 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:32 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:44 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:44 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:44 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:44 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:52 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:52 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:52 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 06:13:52 UTC] PHP Notice:  Undefined variable: permalink in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 428
[06-May-2022 07:07:12 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method 'change_archive_link' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 309
[06-May-2022 07:07:12 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method 'change_archive_link' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 309
[06-May-2022 07:08:03 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method 'vendor_shop_query' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 307
[06-May-2022 07:10:06 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method 'vendor_page_title' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 307
[06-May-2022 07:10:06 UTC] PHP Warning:  array_filter() expects parameter 1 to be array, null given in C:\xampp\htdocs\meet_demo\wp-includes\general-template.php on line 1265
[06-May-2022 07:10:06 UTC] PHP Warning:  implode(): Invalid arguments passed in C:\xampp\htdocs\meet_demo\wp-includes\general-template.php on line 1265
[06-May-2022 07:20:56 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method '' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 307
[06-May-2022 07:20:56 UTC] PHP Warning:  array_filter() expects parameter 1 to be array, null given in C:\xampp\htdocs\meet_demo\wp-includes\general-template.php on line 1265
[06-May-2022 07:20:56 UTC] PHP Warning:  implode(): Invalid arguments passed in C:\xampp\htdocs\meet_demo\wp-includes\general-template.php on line 1265
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:20 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:34 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:40 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
